timestamp,lapCount,lapTime,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,,timestamp,lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,timestamp,lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,timestamp,lapCount,lapTime,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,,lc_start-ts_start,lc_end-lc_start,ts_end-lc_end,tslog[next_index][5]
2023-11-29T15:05:12.170411,1,148482,0.5250723958015442,87.23963928222656,0.0,0.0,3,5666.2021484375,-3.3299999237060547,4979.1796875,5.110380172729492,-4240.15478515625,,2023-11-29T15:05:13.391321,1,149703,02:29.7,0,82.98153686523438,0,0,3,5391.843262,-5.12890625,4955.353027,4.891799449920654,-4223.843262,left start,,2023-11-29T15:05:14.544321,1,150856,02:30.9,0,79.03957367,0,0,3,5132.395996,20.252948760986328,4934.716797,4.803309917449951,-4208.118164,end,,2023-11-29T15:05:15.256410,1,151569,0.5252925157546997,76.63468170166016,0.0,0.0,3,4980.6259765625,-2.744999885559082,4921.916015625,4.770544528961182,-4199.56591796875,,1.220366,1.153,0.723263,1
2023-11-29T15:05:19.811142,1,156123,0.5256314873695374,101.7827377319336,0.0,0.0,3,6599.97509765625,1.619999885559082,4831.5419921875,4.570955276489258,-4139.849609375,,2023-11-29T15:05:20.303321,1,156615,02:36.6,0,99.58328247070312,0,0,3,6452.666016,12.705815315246582,4819.936523,4.595536231994629,-4132.439453,right start,,2023-11-29T15:05:21.456321,1,157768,02:37.8,0,94.41538239,0,0,3,6121.311523,-8.711564064,4793.035156,4.668231010437012,-4116.986328,end,,2023-11-29T15:05:22.653630,1,158967,0.5258685350418091,90.3538589477539,0.12299999594688416,0.0,3,5886.2783203125,-0.9449999332427979,4767.11376953125,4.705237865447998,-4100.638671875,,0.477409,1.153,1.204223,1
2023-11-29T15:05:37.945436,1,174258,0.5270628929138184,87.5902099609375,0.0,0.0,3,5686.34375,-2.5199997425079346,4447.90087890625,5.2088446617126465,-3888.352783203125,,2023-11-29T15:05:40.175321,1,176487,02:56.5,0,79.42701721191406,0,0,3,5161.480469,1.0613874197006226,4404.207031,5.249840736,-3860.786133,right start,,2023-11-29T15:05:41.937321,1,178249,02:58.2,0,75.30625153,0.078431375,0,3,4907.635254,-1.561933279,4371.789551,5.295228481292725,-3841.515137,end,,2023-11-29T15:05:41.634052,1,177948,0.527320921421051,75.7920150756836,0.07540002465248108,0.0,3,4937.91796875,-1.8899998664855957,4377.15869140625,5.289746284484863,-3844.85791015625,,2.225669,1.762,-0.285277,1
2023-11-29T15:05:51.006149,1,187320,0.5280388593673706,111.34111022949219,0.0,0.0,4,5013.43017578125,1.7999999523162842,4184.072265625,5.402654647827148,-3717.702880859375,,2023-11-29T15:05:52.651321,1,188963,03:09.0,0,106.50398254394531,0,0,4,4796,-12.0546875,4143.123047,5.4114155769348145,-3689.478516,left start,,2023-11-29T15:05:53.479321,1,189791,03:09.8,0,104.10749816894531,0,0,4,4685.731445,15.960585594177246,4124.07959,5.393448352813721,-3674.526123,end,,2023-11-29T15:05:54.059064,1,190371,0.5283194780349731,102.36348724365234,0.0,0.0,4,4610.90673828125,-5.894999980926514,4110.3876953125,5.396637439727783,-3665.12890625,,1.619754,0.828,0.587138,1
2023-11-29T15:06:06.564185,1,202875,0.5293978452682495,106.47976684570312,0.21825000643730164,0.0,4,4826.40283203125,-3.419999599456787,3819.829345703125,11.409351348876953,-3472.302978515625,,2023-11-29T15:06:07.945321,1,204257,03:24.3,0,108.30845642089844,0.18447580933570862,0,4,4849.983887,9.252709389,3785.218505859375,12.142355918884277,-3449.843994,right start,,2023-11-29T15:06:08.989321,1,205301,03:25.3,0,105.5898666381836,0,0,4,4752,-2.567646742,3758.318603515625,12.60222053527832,-3434.227295,end,,2023-11-29T15:06:09.474307,1,205788,0.5296646356582642,104.06211853027344,0.0,0.0,4,4686.78515625,-0.17999999225139618,3746.40478515625,12.772022247314453,-3426.560791015625,,1.366388,1.044,0.509944,1
2023-11-29T15:06:12.594964,1,208908,0.5299334526062012,97.64962768554688,0.07140001654624939,0.0,4,4407.359375,-1.6649999618530273,3673.635009765625,13.36624526977539,-3378.91357421875,,2023-11-29T15:06:13.963321,1,210275,03:30.3,0,95.64855957,0.070588239,0,4,4316,-7.116611958,3643.576904296875,13.373805046081543,-3357.861084,left start,,2023-11-29T15:06:17.219321,1,213531,03:33.5,0,92.66882324,0.16963736712932587,0,4,4196,2.548323154449463,3574.053711,12.88653278,-3309.468262,end heta nashikana,,2023-11-29T15:06:16.537935,1,212850,0.530254065990448,92.64886474609375,0.11110001802444458,0.0,4,4185.4140625,2.384999990463257,3588.4189453125,13.045878410339355,-3319.537109375,,1.355709,3.256,-0.67608,1
2023-11-29T15:06:30.876488,1,227190,0.5315950512886047,112.73516845703125,0.11505001783370972,0.0,4,5088.8046875,-0.08999999612569809,3227.941650390625,4.771897315979004,-3078.021240234375,,2023-11-29T15:06:31.452321,1,227764,03:47.8,0,112.57424926757812,0.11372549086809158,0,4,5084,-0.596079767,3213.022705078125,4.390929222106934,-3067.971924,left start,,2023-11-29T15:06:34.139321,1,230451,03:50.5,0,107.06866455078125,0,0,4,4820,0.3360256552696228,3145.778076171875,2.6097002029418945,-3020.969238,end,,2023-11-29T15:06:33.339235,1,229653,0.5318299531936646,108.7612533569336,0.0,0.0,4,4897.03955078125,2.249999761581421,3165.540771484375,3.1384758949279785,-3034.482421875,,0.557318,2.687,-0.782919,1
2023-11-29T15:06:37.070753,1,233385,0.5321675539016724,103.12509155273438,0.0,0.0,4,4644.5029296875,-2.3399999141693115,3074.751953125,0.7581338882446289,-2973.5244140625,,2023-11-29T15:06:38.352321,1,234664,03:54.7,0,100.45023345947266,0,0,4,4524,5.028780937194824,3044.386962890625,0.014749756082892418,-2953.866699,right start,,2023-11-29T15:06:39.355321,1,235667,03:55.7,0,98.50489044189453,0,0,4,4436,-11.64361668,3020.294434,-0.529571354,-2940.179932,end,,2023-11-29T15:06:40.136226,1,236448,0.5324299931526184,96.99773406982422,0.0,0.0,4,4370.61962890625,-0.17999999225139618,3002.46630859375,-0.9639073014259338,-2928.751953125,,1.268822,1.003,0.80846,1
2023-11-29T15:06:43.158258,1,239472,0.5326757431030273,93.41316223144531,0.08330002427101135,0.0,4,4219.15185546875,-3.1049997806549072,2936.15185546875,-2.2043068408966064,-2884.69140625,,2023-11-29T15:06:43.931321,1,240243,04:00.2,0,92.46083832,0.062745102,0,4,4172,-3.955059052,2919.827637,-2.21734786,-2873.26416,left start,,2023-11-29T15:06:45.293321,1,241605,04:01.6,0,90.53624725341797,0.062745102,0,4,4086.273438,6.267758846282959,2892.151611328125,-2.201214552,-2852.454102,end,,2023-11-29T15:06:46.077778,1,242391,0.5329042077064514,89.3362045288086,0.06350001692771912,0.0,4,4033.002685546875,1.3049999475479126,2876.23974609375,-2.1862564086914062,-2841.0,,0.761386,1.362,0.792992,1
2023-11-29T15:07:18.463643,1,274776,0.5356712341308594,99.26051330566406,0.0,0.0,4,4471.65576171875,2.249999761581421,2171.6298828125,-5.364482879638672,-2288.907470703125,,2023-11-29T15:07:19.460321,1,275772,04:35.8,0,97.95117188,0,0,4,4420,10.284789085388184,2150.594238,-6.477470875,-2271.547363,right start,,2023-11-29T15:07:20.313321,1,276625,04:36.6,0,96.88149261,0,0,4,4365.896973,-8.349387169,2131.902099609375,-7.40881443,-2258.013916,end,,2023-11-29T15:07:21.928711,1,278241,0.5359586477279663,94.99969482421875,0.0,0.0,4,4280.40966796875,-0.44999998807907104,2098.502197265625,-9.147161483764648,-2230.953857421875,,0.993546,0.853,1.618499,1
