timestamp,lapCount,lapTime,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,,timestamp,lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,timestamp,lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,timestamp,lapCount,lapTime,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,,lc_start-ts_start,lc_end-lc_start,ts_end-lc_end,tslog[next_ts_index][5]
2023-11-22T13:54:13.729080,1,135861,0.5244608521461487,74.7758560180664,0.11904999613761902,0.0,3,4879.7646484375,-1.5749999284744263,5149.05224609375,9.478649139404297,-4335.07763671875,,2023-11-22T13:54:17.784081,1,139923,02:19.9,0,77.81153106689453,0.13333334028720856,0,3,5080,3.103515625,5073.469238,7.337210178375244,-4294.362793,right start,,2023-11-22T13:54:19.247081,1,141386,02:21.4,0,79.14208984,0.11297130584716797,0,3,5160,-4.686373711,5044.994629,6.564990043640137,-4279.981445,end Curve,,2023-11-22T13:54:19.593379,1,141726,0.5248543620109558,78.4747543334961,0.0,0.0,3,5097.439453125,-5.489999771118164,5038.4140625,6.38660192489624,-4276.537109375,,4.038103,1.463,0.356345,1
2023-11-22T13:54:44.016195,1,166146,0.5264351963996887,79.53467559814453,0.14285001158714294,0.0,3,5196.5283203125,-0.17999999225139618,4615.54736328125,5.133983612060547,-4000.460205078125,,2023-11-22T13:54:50.392081,1,172531,02:52.5,0,81.23380279541016,0.14509804546833038,0,3,5308,2.96875,4496.522461,5.201526641845703,-3921.982178,right start,,2023-11-22T13:54:52.196081,1,174335,02:54.3,0,81.88214874267578,0.14509804546833038,0,3,5351.286133,-1.529296875,4461.386719,5.249688625335693,-3901.041992,end,,2023-11-22T13:54:52.523040,1,174654,0.5270287394523621,82.02880096435547,0.14680001139640808,0.0,3,5359.31640625,-1.7549998760223389,4455.18505859375,5.25669527053833,-3897.2900390625,,6.368894,1.804,0.346367,1
2023-11-22T13:55:00.375256,1,182505,0.5275900959968567,82.62395477294922,0.12299999594688416,0.0,3,5392.87158203125,0.6299999356269836,4304.18408203125,5.350022792816162,-3798.172607421875,,2023-11-22T13:55:03.699081,1,185838,03:05.8,0,82.1307373,0.13725490868091583,0,3,5363.797363,-1.117225409,4241.650879,5.360790729522705,-3754.944092,left start,,2023-11-22T13:55:05.281081,1,187420,03:07.4,0,82.35619354248047,0.13725490868091583,0,3,5376,2.7890625,4212.662109,5.347405910491943,-3733.362549,end,,2023-11-22T13:55:05.530407,1,187659,0.5279549956321716,82.39775085449219,0.13885000348091125,0.0,3,5380.54541015625,2.879999876022339,4208.2333984375,5.3474884033203125,-3730.175537109375,,3.312702,1.582,0.249847,1
2023-11-22T13:55:47.620639,1,229749,0.531068742275238,88.07877349853516,0.08730000257492065,0.0,3,5733.70751953125,-0.08999999612569809,3369.300537109375,8.362127304077148,-3173.094482421875,,2023-11-22T13:55:52.173081,1,234312,03:54.3,0,86.66064453,0.14509804546833038,0,3,5658.572266,2.33984375,3277.832275390625,6.072267532348633,-3113.001465,right start,,2023-11-22T13:55:53.765081,1,235904,03:55.9,0,87.87597656,0.1411764770746231,0,3,5736,-1.619140625,3244.635009765625,5.293282985687256,-3093.29834,end,,2023-11-22T13:55:55.338558,1,237465,0.5316441059112549,88.78561401367188,0.13885000348091125,0.0,3,5791.4453125,-0.8549998998641968,3212.18798828125,4.503117561340332,-3072.9384765625,,4.541737,1.592,1.588415,1
2023-11-22T13:56:07.454837,1,249582,0.5326023697853088,94.90476989746094,0.13885000348091125,0.0,3,6190.20361328125,0.6299999356269836,2953.651123046875,-1.9587085247039795,-2901.264404296875,,2023-11-22T13:56:11.230081,1,253369,04:13.4,0,93.73737335205078,0.1411764770746231,0,3,6112.402344,-2.0234375,2871.55127,-2.089165449,-2845.462158,left start,,2023-11-22T13:56:12.846081,1,254985,04:15.0,0,93.21904754638672,0.13725490868091583,0,3,6080,5.30859375,2837.684326171875,-2.061676741,-2820.631592,end,,2023-11-22T13:56:13.830757,1,255957,0.533115565776825,92.85342407226562,0.14285001158714294,0.0,3,6058.138671875,2.609999895095825,2816.97607421875,-2.032364845275879,-2806.4580078125,,3.76944,1.616,0.996417,1
2023-11-22T13:56:37.809992,1,279936,0.5349172353744507,90.46626281738281,0.1746000051498413,0.0,3,5914.1787109375,-0.08999999612569809,2354.39501953125,-0.9638659358024597,-2451.217041015625,,2023-11-22T13:56:41.494081,1,283633,04:43.6,0,94.03771973,0.16470588743686676,0,3,6142.772461,1.754882813,2282.282958984375,-0.965936184,-2389.626465,right start,,2023-11-22T13:56:43.836081,1,285975,04:46.0,0,95.83478546142578,0.15294118225574493,0,3,6256,-0.809570313,2234.278809,-1.812483549,-2350.878662,end,,2023-11-22T13:56:44.528347,1,286653,0.5354558229446411,96.41392517089844,0.1269499957561493,0.0,3,6284.724609375,-1.3049999475479126,2220.13525390625,-2.5259106159210205,-2339.57763671875,,3.679901,2.342,0.709146,1
2023-11-22T13:56:51.637297,1,293763,0.5360509157180786,97.208251953125,0.09125000238418579,0.0,3,6333.88671875,0.7199999690055847,2073.787353515625,-10.367679595947266,-2213.80419921875,,2023-11-22T13:56:57.481081,1,299620,04:59.6,0,92.85440063476562,0.086274512,0,3,6044,-1.259765625,1957.7044677734375,-16.63169098,-2112.062988,left start,,2023-11-22T13:56:59.030081,1,301169,05:01.2,0,91.58808898925781,0.086274512,0,3,5960,3.05859375,1928.927490234375,-18.07503891,-2084.720947,end,,2023-11-22T13:56:59.601981,1,301728,0.5366921424865723,91.03355407714844,0.09125000238418579,0.0,3,5927.63623046875,3.1049997806549072,1918.468017578125,-18.47364044189453,-2075.17431640625,,5.812874,1.549,0.591998,1
2023-11-22T13:57:14.393187,1,316518,0.5377433896064758,83.4183120727539,0.17059999704360962,0.0,3,5455.79833984375,-0.4049999713897705,1659.4017333984375,-19.60376739501953,-1851.4410400390625,,2023-11-22T13:57:19.367081,1,321506,05:21.5,0,87.36883544921875,0.16862745583057404,0,3,5712,-1.955335975,1570.178711,-18.70198441,-1773.187622,left start,,2023-11-22T13:57:21.468081,1,323607,05:23.6,0,88.55859375,0.16470588743686676,0,3,5792,3.373046875,1532.5740966796875,-17.92740631,-1738.186035,end,,2023-11-22T13:57:22.289907,1,324414,0.5383261442184448,88.9032974243164,0.16664999723434448,0.0,3,5809.017578125,2.924999713897705,1517.7291259765625,-17.625577926635742,-1724.9429931640625,,4.968288,2.101,0.837552,1
2023-11-22T13:57:43.723586,1,345846,0.5399152636528015,68.67012786865234,0.08330002427101135,0.0,3,4475.78955078125,-1.529999852180481,1127.0269775390625,-5.7633376121521,-1385.7093505859375,,2023-11-22T13:57:46.337081,1,348476,05:48.5,0,67.19888305664062,0.23137255012989044,0,3,4418.227051,0.674804688,1091.052734,-4.413739681,-1352.765991,right start,,2023-11-22T13:57:47.713081,1,349852,05:49.9,0,69.97176361083984,0.11764705926179886,0,3,4569.239746,-10.66766644,1072.0989990234375,-3.604923487,-1334.34082,end Curve,,2023-11-22T13:57:48.567250,1,350691,0.5401967763900757,68.32141876220703,0.06350001692771912,0.0,3,4451.76708984375,-7.379999160766602,1061.4560546875,-3.1440110206604004,-1322.2354736328125,,2.597792,1.376,0.855207,1
2023-11-22T13:57:58.128404,1,360249,0.5408357381820679,87.39227294921875,0.14285001158714294,0.0,3,5706.27490234375,-3.4649999141693115,964.9960327148438,-1.5035061836242676,-1139.0501708984375,,2023-11-22T13:58:02.128081,1,364267,06:04.3,0,87.92333984,0.2078431397676468,0,3,5760,-7.6015625,945.1380615234375,-1.240846634,-1043.866333,left start,,2023-11-22T13:58:03.716081,1,365855,06:05.9,0,91.18145751953125,0.20000000298023224,0,3,5972,-1.693731666,943.6463012695312,-1.217389345,-1004.370178,end Curve,,2023-11-22T13:58:04.636974,1,366759,0.5413274765014648,92.6678466796875,0.18650001287460327,0.0,3,6062.79638671875,0.4049999713897705,943.7742309570312,-1.126623272895813,-981.2830200195312,,3.979635,1.588,0.928768,1
