lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2210469,36:50.5,0.5384361147880554,109.1801528930664,0.090196081,0,4,4924,-3.533612251,1486.9598388671875,-17.08435059,-1705.948608,left start,,1,2211794,36:51.8,0.5385580658912659,107.92082214355469,0.1882352977991104,0,4,4884,3.05859375,1458.0521240234375,-16.47883224,-1678.56189,end,,,,,,,,,,,,,,,,,,,,,
1,2223620,37:03.6,0.5396573543548584,98.72225952148438,0.20392157137393951,0,4,4472,2.927180528640747,1186.8795166015625,-7.858884811,-1444.79834,right start,,1,2224982,37:05.0,0.5397751331329346,105.39611053466797,0.3686274588108063,0,4,4821.313477,-2.51953125,1156.586426,-6.830152988,-1421.180664,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2238580,37:18.6,0.5410022139549255,94.46072387695312,0.039215688,0,4,4262.937988,-5.578125,948.6264038085938,-1.191027522,-1087.258423,left start,,1,2241119,37:21.1,0.5412023663520813,92.25650787353516,0.20392157137393951,0,4,4176,-3.226880074,941.2777709960938,-1.101217866,-1022.250183,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2252738,37:32.7,0.5422085523605347,98.57440948486328,0.23529411852359772,0,4,4472.692383,-1.872173548,940.0210571289062,-1.274092197,-694.1768188,left start,,1,2253666,37:33.7,0.14725306630134583,104.34709167480469,0.40392157435417175,0,4,4780,5.984375,941.8523559570312,-1.247668624,-668.2188721,end,,,,,,,,,,,,,,,,,,,,,
1,2261529,37:41.5,0.14805676,123.07240295410156,0.23137255012989044,0,4,5576.890625,0.8947033286094666,942.1339721679688,4.805089950561523,-406.2074585,right start,,1,2262417,37:42.4,0.5431858897209167,124.78632354736328,0.2705882489681244,0,4,5668,-5.828362942,941.3029785,5.448655128479004,-375.6531677,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2269257,37:49.3,0.5438958406448364,113.93921661376953,0.19172240793704987,0,4,5152,-0.354886532,947.6093139648438,6.787940025,-144.3310852,right start,,1,2270764,37:50.8,0.5440441966056824,117.94355773925781,0.25882354378700256,0,4,5355.58252,-1.590993404,945.8820190429688,6.593776702880859,-95.98477173,end,,,,,,,,,,,,,,,,,,,,,
1,2278953,37:59.0,0.5448010563850403,99.29805755615234,0.11688386648893356,0,4,4486.442871,-6.558043957,936.5039672851562,5.599417209625244,150.40321350097656,left start,,1,2280147,38:00.1,0.5449023842811584,101.31221771240234,0.23137255012989044,0,4,4597.708496,6.406740665435791,937.1359252929688,5.467916965484619,183.55160522460938,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2318846,38:38.8,0.5476885437965393,75.80068207,0,0,3,4926.45752,-6.43359375,935.6211547851562,6.621178150177002,1092.064697265625,left start,,1,2320505,38:40.5,0.15275658667087555,71.60324096679688,0.14110137522220612,0,3,4676,8.8125,937.6519165039062,6.914051055908203,1125.7200927734375,end,,,,,,,,,,,,,,,,,,,,,
1,2332679,38:52.7,0.1536911129951477,78.49008942,0.1882352977991104,0,4,3558.820556640625,-5.0390625,940.7307129,14.100945472717285,1429.880859,right start,,1,2334160,38:54.2,0.5488265752792358,82.42018127441406,0.2666666805744171,0,4,3755.054688,-6.76775074,941.3821411132812,14.397467613220215,1462.787353515625,end Curve,,,,,,,,,,,,,,,,,,,,,
1,2340816,39:00.8,0.5493708848953247,97.11138916015625,0,0,4,4376,-1.889648438,973.2997436523438,13.452431678771973,1636.8663330078125,left start,,1,2342587,39:02.6,0.15447662770748138,95.58996582,0.23174893856048584,0,4,4336,8.722063064575195,987.8156127929688,12.885235786437988,1681.626220703125,end,,,,,,,,,,,,,,,,,,,,,
1,2352023,39:12.0,0.1552879810333252,92.66794586,0,0,4,4176,7.865198135375977,1058.1500244140625,9.896044731140137,1936.576172,right start,,1,2353104,39:13.1,0.5504104495048523,90.48938751220703,0.12234697490930557,0,4,4091.206055,-4.884511948,1063.556641,9.880186080932617,1963.5003662109375,end,,,,,,,,,,,,,,,,,,,,,
1,2360301,39:20.3,0.5509142875671387,70.49361419677734,0.023529412,0,3,4584.01416,-0.091085941,1107.628418,12.998222351074219,2121.580566,left start,,1,2361819,39:21.8,0.15596364438533783,66.27916717529297,0.125490203,0,3,4332,5.171875,1117.0677490234375,13.901844024658203,2148.635498046875,end,,,,,,,,,,,,,,,,,,,,,
1,2367460,39:27.5,0.15629123151302338,71.31491088867188,0.20109562575817108,0,3,4681.117676,1.3892513513565063,1145.233398,17.271312713623047,2251.517578,right start,,1,2368480,39:28.5,0.5513943433761597,78.65799713134766,0.34117648005485535,0,3,5213.180664,-4.36328125,1149.003418,17.933130264282227,2272.287353515625,end,,,,,,,,,,,,,,,,,,,,,
1,2375698,39:35.7,0.156907856,83.88714599609375,0.1764705926179886,0,3,5484,1.3270941972732544,1197.277587890625,22.902320861816406,2445.463134765625,left start,,1,2377236,39:37.2,0.15701855719089508,85.19951629638672,0.14901961386203766,0,3,5564,3.82421875,1208.7027587890625,22.891815185546875,2479.734863,end,,,,,,,,,,,,,,,,,,,,,
