2023-11-28T16:57:44.249972,r, R:1 L:0 X:0
2023-11-28T16:57:48.572797,l, R:1 L:1 X:0
2023-11-28T16:57:55.935593,r, R:2 L:1 X:0
2023-11-28T16:58:09.261264,r, R:3 L:1 X:0
2023-11-28T16:58:18.343259,l, R:3 L:2 X:0
2023-11-28T16:58:33.424199,r, R:4 L:2 X:0
2023-11-28T16:58:46.734353,l, R:4 L:3 X:0
2023-11-28T16:58:58.024921,r, R:5 L:3 X:0
2023-11-28T16:59:03.370163,l, R:5 L:4 X:0
2023-11-28T16:59:09.083242,r, R:6 L:4 X:0
2023-11-28T16:59:23.265673,l, R:6 L:5 X:0
2023-11-28T16:59:27.796101,l, R:6 L:6 X:0
2023-11-28T16:59:36.998766,x, R:6 L:6 X:1
2023-11-28T16:59:47.214476,r, R:7 L:6 X:1
2023-11-28T16:59:57.690998,l, R:7 L:7 X:1
2023-11-28T17:00:04.344097,r, R:8 L:7 X:1
2023-11-28T17:00:22.202807,x, R:8 L:7 X:2
2023-11-28T17:00:30.113412,x, R:8 L:7 X:3
2023-11-28T17:00:33.022131,l, R:8 L:8 X:3
2023-11-28T17:00:35.727226,r, R:9 L:8 X:3
2023-11-28T17:00:44.240518,l, R:9 L:9 X:3
2023-11-28T17:00:51.239284,r, R:10 L:9 X:3
2023-11-28T17:01:02.977229,l, R:10 L:10 X:3
2023-11-28T17:01:12.722315,r, R:11 L:10 X:3
2023-11-28T17:01:16.645546,l, R:11 L:11 X:3
2023-11-28T17:01:29.376218,x, R:11 L:11 X:4
2023-11-28T17:01:34.145718,x, R:11 L:11 X:5
2023-11-28T17:01:41.736239,r, R:12 L:11 X:5
2023-11-28T17:01:54.433068,l, R:12 L:12 X:5
2023-11-28T17:01:59.120278,x, R:12 L:12 X:6
2023-11-28T17:02:03.825694,l, R:12 L:13 X:6
2023-11-28T17:08:18.839545,x, R:12 L:13 X:7
