2023-11-28T17:33:41.746536,r, R:1 L:0 X:0
2023-11-28T17:33:51.520187,r, R:2 L:0 X:0
2023-11-28T17:33:51.656545,r, R:3 L:0 X:0
2023-11-28T17:34:17.679513,l, R:3 L:1 X:0
2023-11-28T17:34:24.144831,r, R:4 L:1 X:0
2023-11-28T17:34:27.395269,l, R:4 L:2 X:0
2023-11-28T17:34:41.399178,l, R:4 L:3 X:0
2023-11-28T17:34:48.881120,r, R:5 L:3 X:0
2023-11-28T17:34:53.365167,r, R:6 L:3 X:0
2023-11-28T17:35:01.942476,l, R:6 L:4 X:0
2023-11-28T17:35:11.382600,x, R:6 L:4 X:1
2023-11-28T17:35:26.839992,l, R:6 L:5 X:1
2023-11-28T17:35:33.407870,r, R:7 L:5 X:1
2023-11-28T17:35:41.628509,l, R:7 L:6 X:1
2023-11-28T17:35:54.457997,r, R:8 L:6 X:1
2023-11-28T17:36:02.640458,x, R:8 L:6 X:2
2023-11-28T17:36:06.670566,x, R:8 L:6 X:3
2023-11-28T17:36:09.814735,x, R:8 L:6 X:4
2023-11-28T17:36:14.951252,x, R:8 L:6 X:5
2023-11-28T17:36:22.380189,r, R:9 L:6 X:5
2023-11-28T17:36:31.560560,l, R:9 L:7 X:5
2023-11-28T17:36:36.086185,r, R:10 L:7 X:5
2023-11-28T17:36:55.621093,l, R:10 L:8 X:5
2023-11-28T17:37:01.242483,x, R:10 L:8 X:6
2023-11-28T17:37:15.378996,x, R:10 L:8 X:7
2023-11-28T17:37:24.436567,r, R:11 L:8 X:7
2023-11-28T17:37:31.419516,l, R:11 L:9 X:7
2023-11-28T17:37:41.714850,l, R:11 L:10 X:7
2023-11-28T17:37:49.194201,x, R:11 L:10 X:8
2023-11-28T17:38:02.014836,r, R:12 L:10 X:8
2023-11-28T17:38:08.339687,l, R:12 L:11 X:8
2023-11-28T17:38:11.413101,r, R:13 L:11 X:8
2023-11-28T17:38:17.819643,l, R:13 L:12 X:8
2023-11-28T17:38:22.778121,r, R:14 L:12 X:8
2023-11-28T17:38:24.977503,l, R:14 L:13 X:8
