2023-11-28T17:19:23.059861,r, R:1 L:0 X:0
2023-11-28T17:19:28.930067,l, R:1 L:1 X:0
2023-11-28T17:19:33.261359,l, R:1 L:2 X:0
2023-11-28T17:19:41.307172,r, R:2 L:2 X:0
2023-11-28T17:19:45.079993,r, R:3 L:2 X:0
2023-11-28T17:19:50.960638,l, R:3 L:3 X:0
2023-11-28T17:20:04.533199,r, R:4 L:3 X:0
2023-11-28T17:20:13.091517,l, R:4 L:4 X:0
2023-11-28T17:20:17.977729,r, R:5 L:4 X:0
2023-11-28T17:20:25.878641,l, R:5 L:5 X:0
2023-11-28T17:20:38.432409,l, R:5 L:6 X:0
2023-11-28T17:20:41.472029,r, R:6 L:6 X:0
2023-11-28T17:20:46.066134,r, R:7 L:6 X:0
2023-11-28T17:20:52.442311,l, R:7 L:7 X:0
2023-11-28T17:20:56.248307,r, R:8 L:7 X:0
2023-11-28T17:20:58.959386,x, R:8 L:7 X:1
2023-11-28T17:21:10.502390,r, R:9 L:7 X:1
2023-11-28T17:21:16.679586,l, R:9 L:8 X:1
2023-11-28T17:21:22.517371,r, R:10 L:8 X:1
2023-11-28T17:21:25.996747,l, R:10 L:9 X:1
2023-11-28T17:21:32.688654,x, R:10 L:9 X:2
2023-11-28T17:21:41.018870,x, R:10 L:9 X:3
2023-11-28T17:21:44.098765,r, R:11 L:9 X:3
2023-11-28T17:21:50.594652,l, R:11 L:10 X:3
2023-11-28T17:21:57.728065,x, R:11 L:10 X:4
2023-11-28T17:22:00.739299,r, R:12 L:10 X:4
2023-11-28T17:22:11.647005,l, R:12 L:11 X:4
2023-11-28T17:22:20.857161,l, R:12 L:12 X:4
2023-11-28T17:22:26.014317,r, R:13 L:12 X:4
2023-11-28T17:22:33.148393,r, R:14 L:12 X:4
2023-11-28T17:22:38.468624,l, R:14 L:13 X:4
2023-11-28T17:22:43.304244,r, R:15 L:13 X:4
2023-11-28T17:23:00.966417,l, R:15 L:14 X:4
