lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,,,,,,,,,,,,,,
1,277246,04:37.2,0,91.10144805908203,0.16078431904315948,0,3,5944,6.256670951843262,5132.375977,9.028439522,-4327.210938,right start,,1,278326,04:38.3,0,93.1077652,0.19157546758651733,0,3,6092,-4.94921875,5107.296875,8.371261596679688,-4315.766113,end Curve
1,284345,04:44.3,0,78.34412384033203,0.13333334028720856,0,3,5116,6.617470741271973,4984.243652,5.197800159454346,-4244.362305,right start,,1,286623,04:46.6,0,92.56488800048828,0.30980393290519714,0,3,6106.594238,-0.944824219,4938.369629,4.908200263977051,-4217.22998,end
1,296700,04:56.7,0,92.83818817138672,0,0,4,4184,-3.59945488,4700.144043,4.872696399688721,-4059.325928,left start,,1,298104,04:58.1,0,89.80624389648438,0.050980393,0,4,4052,6.275013446807861,4671.644531,5.030388355255127,-4038.038818,end
1,302638,05:02.6,0,80.42069244384766,0.1313110888004303,0,4,3638,8.884445190429688,4582.175781,5.15690279,-3978.910645,right start,,1,304113,05:04.1,0,86.47753906,0.30516985058784485,0,4,3947.273193359375,-2.11328125,4552.898438,5.204632282,-3961.763916,end
1,314386,05:14.4,0,100.81158447265625,0.1424228549003601,0,4,4556,9.675570487976074,4314.321777,5.323030948638916,-3803.114014,left start,,1,317312,05:17.3,0,101.79608917236328,0.20392157137393951,0,4,4612,-0.629882813,4246.694824,5.33197546,-3756.020752,end
1,337251,05:37.3,0,108.54973602294922,0.20392157137393951,0,4,4920,0.1763991117477417,3766.319336,12.469698905944824,-3437.308105,right start,,1,338813,05:38.8,0,110.16348266601562,0.1882352977991104,0,4,4984,-1.230697632,3725.785400390625,13.015225410461426,-3412.608887,end
1,367831,06:07.8,0,76.88168334960938,0.2862745225429535,0,3,5081.567383,-8.048196793,3107.911376953125,1.7681052684783936,-3002.273193,left start,,1,368864,06:08.9,0,82.45520782470703,0.053378351,0,3,5365.611328,8.8125,3089.834961,1.2432550191879272,-2987.919189,end
1,390661,06:30.7,0,89.60346984863281,0,0,3,5813.163086,-0.764648438,2660.570068359375,-1.77469182,-2700.843262,left start,,1,392764,06:32.8,0,84.68647003173828,0.22745098173618317,0,3,5555.533203,-0.994933784,2620.996094,-1.658126593,-2669.967773,end Curve
1,462888,07:42.9,0,55.56248092651367,0.2894078195095062,0,3,3669.196044921875,6.154996871948242,1238.5164794921875,-9.602692604,-1484.882935,right start,,1,464085,07:44.1,0,71.76302337646484,0.5372549295425415,0,3,4841.935059,-4.785819054,1221.6790771484375,-9.041347504,-1472.793213,end
1,500981,08:21.0,0,96.5752182,0.2666666805744171,0,4,4397.463867,5.285804748535156,937.8599853515625,-0.18232587,-580.3886719,right start,,1,501858,08:21.9,0,97.11380004882812,0,0,4,4372.803711,-2.977778435,935.9107666015625,0.35989341139793396,-556.7139282,end
1,512969,08:33.0,0,102.39508819580078,0.14509804546833038,0,4,4628,4.202380657196045,944.4143676757812,6.8326568603515625,-225.7280426,left start,,1,514901,08:34.9,0,110.50921630859375,0.3137255012989044,0,4,5036,2.833984375,947.515625,6.876308917999268,-169.2100067,end Curve
1,536447,08:56.4,0,89.00019836425781,0,0,4,4012.508056640625,9.469121932983398,935.4544677734375,5.529933929443359,460.4194641113281,right start,,1,537731,08:57.7,0,85.94246673583984,0,0,4,3873.326904296875,0.19465185701847076,933.4555053710938,5.621220588684082,491.53948974609375,end
1,578014,09:38.0,0,81.33145141601562,0.37254902720451355,0,3,5407.338379,-8.0078125,932.5910034179688,12.951359748840332,1360.307129,left start,,1,579172,09:39.2,0,83.95955657958984,0,0,3,5451.631348,2.355598211288452,935.3554077148438,13.476822853088379,1387.4583740234375,end Curve
1,580340,09:40.3,0,80.44938659667969,0.25085222721099854,0,3,5279.913086,-4.097664833,938.0512084960938,13.894495964050293,1413.8909912109375,left start,,1,581583,09:41.6,0,98.10394287109375,0.5843137502670288,0,3,6585.756348,4.6393857,941.9364013671875,14.25694465637207,1444.1944580078125,end 2shasen Curve
1,585729,09:45.7,0,119.35298156738281,0,0,4,5370.946289,7.15234375,960.1506348,14.180218696594238,1576.74707,right start,,1,586341,09:46.3,0,117.5207748413086,0,0,4,5288,-17.71364021,962.5489501953125,13.95166016,1596.730469,end Curve 2shasen
1,596447,09:56.4,0,105.34881591796875,0,0,4,4744,0.359863281,1046.6007080078125,10.087482452392578,1907.964599609375,right start,,1,598219,09:58.2,0,102.46681213378906,0.18796329200267792,0,4,4636,-2.474609375,1058.313965,9.874765396118164,1957.5697021484375,end
1,612653,10:12.7,0,100.2100830078125,0,0,4,4512,-2.916187286,1176.245849609375,21.524805068969727,2382.877197265625,left start,,1,614079,10:14.1,0,97.07847595214844,0.20000000298023224,0,4,4396,4.453125,1188.462402,22.555606842041016,2419.718017578125,end
1,621467,10:21.5,0,103.16191101074219,0,0,4,4644,-3.325206757,1245.7811279296875,18.553075790405273,2627.070313,right start,,1,623900,10:23.9,0,100.29631042480469,0.11764705926179886,0,4,4531.972656,-6.79296875,1262.005371,16.281766891479492,2693.583008,end
1,650672,10:50.7,0,126.8924560546875,0,0,4,5705.065918,-5.573595047,1746.967041015625,-2.528752804,3341.424316,left start,,1,651701,10:51.7,0,124.69585418701172,0,0,4,5604,7.349056243896484,1779.185791015625,-3.938394785,3357.356689453125,end
