2023-11-29T12:21:40.089388,r, R:1 L:0 X:0
2023-11-29T12:21:48.820895,r, R:2 L:0 X:0
2023-11-29T12:22:07.631199,l, R:2 L:1 X:0
2023-11-29T12:22:14.436692,l, R:2 L:2 X:0
2023-11-29T12:22:32.516332,x, R:2 L:2 X:1
2023-11-29T12:22:43.081766,r, R:3 L:2 X:1
2023-11-29T12:23:10.478286,l, R:3 L:3 X:1
2023-11-29T12:23:32.509442,x, R:3 L:3 X:2
2023-11-29T12:24:10.178610,x, R:3 L:3 X:3
2023-11-29T12:24:31.827509,l, R:3 L:4 X:3
2023-11-29T12:24:56.333906,l, R:3 L:5 X:3
2023-11-29T12:25:11.667362,r, R:4 L:5 X:3
2023-11-29T12:25:16.953581,r, R:5 L:5 X:3
2023-11-29T12:26:07.446183,l, R:5 L:6 X:3
2023-11-29T12:26:16.282609,r, R:6 L:6 X:3
2023-11-29T12:26:33.172533,x, R:6 L:6 X:4
2023-11-29T12:26:59.062603,r, R:7 L:6 X:4
2023-11-29T12:27:15.675834,l, R:7 L:7 X:4
2023-11-29T12:27:40.930177,x, R:7 L:7 X:5
2023-11-29T12:27:55.502692,x, R:7 L:7 X:6
2023-11-29T12:28:11.324728,r, R:8 L:7 X:6
2023-11-29T12:28:20.478312,l, R:8 L:8 X:6
2023-11-29T12:28:32.849136,l, R:8 L:9 X:6
2023-11-29T12:29:06.389853,x, R:8 L:9 X:7
2023-11-29T12:29:08.885514,x, R:8 L:9 X:8
2023-11-29T12:29:40.852604,l, R:8 L:10 X:8
2023-11-29T12:29:51.072264,r, R:9 L:10 X:8
2023-11-29T12:30:39.042918,r, R:10 L:10 X:8
2023-11-29T12:31:53.886140,l, R:10 L:11 X:8
2023-11-29T12:32:15.612391,r, R:11 L:11 X:8
2023-11-29T12:32:56.480371,l, R:11 L:12 X:8
