2023-11-29T12:40:05.409110,r, R:1 L:0 X:0
2023-11-29T12:40:29.995217,l, R:1 L:1 X:0
2023-11-29T12:40:37.280157,l, R:1 L:2 X:0
2023-11-29T12:40:54.641958,x, R:1 L:2 X:1
2023-11-29T12:41:01.222412,r, R:2 L:2 X:1
2023-11-29T12:41:18.724670,x, R:2 L:2 X:2
2023-11-29T12:41:49.196574,r, R:3 L:2 X:2
2023-11-29T12:42:17.914872,l, R:3 L:3 X:2
2023-11-29T12:42:46.121423,x, R:3 L:3 X:3
2023-11-29T12:43:22.999919,r, R:4 L:3 X:3
2023-11-29T12:43:48.231272,l, R:4 L:4 X:3
2023-11-29T12:43:56.473064,r, R:5 L:4 X:3
2023-11-29T12:44:12.493311,r, R:6 L:4 X:3
2023-11-29T12:44:37.384294,l, R:6 L:5 X:3
2023-11-29T12:45:05.349838,l, R:6 L:6 X:3
2023-11-29T12:45:16.655492,r, R:7 L:6 X:3
2023-11-29T12:45:30.892660,l, R:7 L:7 X:3
2023-11-29T12:46:03.489916,x, R:7 L:7 X:4
2023-11-29T12:46:32.051851,l, R:7 L:8 X:4
2023-11-29T12:46:42.741086,x, R:7 L:8 X:5
2023-11-29T12:46:52.564115,r, R:8 L:8 X:5
2023-11-29T12:47:06.513460,x, R:8 L:8 X:6
2023-11-29T12:47:49.383780,l, R:8 L:9 X:6
2023-11-29T12:48:22.540489,r, R:9 L:9 X:6
2023-11-29T12:48:46.871432,l, R:9 L:10 X:6
2023-11-29T12:49:01.574175,x, R:9 L:10 X:7
2023-11-29T12:49:41.123349,r, R:10 L:10 X:7
2023-11-29T12:50:08.251628,l, R:10 L:11 X:7
2023-11-29T12:51:22.359960,l, R:10 L:12 X:7
2023-11-29T12:52:28.121673,l, R:10 L:13 X:7
