2023-11-29T12:58:12.702965,r, R:1 L:0 X:0
2023-11-29T12:58:36.965653,l, R:1 L:1 X:0
2023-11-29T12:59:03.632163,r, R:2 L:1 X:0
2023-11-29T12:59:16.989039,l, R:2 L:2 X:0
2023-11-29T12:59:24.739836,l, R:2 L:3 X:0
2023-11-29T12:59:36.479123,x, R:2 L:3 X:1
2023-11-29T12:59:49.660592,r, R:3 L:3 X:1
2023-11-29T13:00:06.376641,l, R:3 L:4 X:1
2023-11-29T13:00:14.179714,l, R:3 L:5 X:1
2023-11-29T13:00:23.785380,r, R:4 L:5 X:1
2023-11-29T13:00:33.725647,r, R:5 L:5 X:1
2023-11-29T13:01:07.260645,l, R:5 L:6 X:1
2023-11-29T13:01:47.075267,r, R:6 L:6 X:1
2023-11-29T13:02:08.816534,l, R:6 L:7 X:1
2023-11-29T13:03:09.397142,r, R:7 L:7 X:1
2023-11-29T13:03:23.925750,l, R:7 L:8 X:1
2023-11-29T13:03:58.578155,x, R:7 L:8 X:2
2023-11-29T13:04:23.787422,r, R:8 L:8 X:2
2023-11-29T13:05:38.199876,x, R:8 L:8 X:3
2023-11-29T13:06:09.210182,l, R:8 L:9 X:3
2023-11-29T13:06:14.070084,l, R:8 L:10 X:3
2023-11-29T13:06:40.983781,x, R:8 L:10 X:4
2023-11-29T13:07:11.718836,r, R:9 L:10 X:4
2023-11-29T13:07:27.300720,l, R:9 L:11 X:4
2023-11-29T13:07:50.660608,r, R:10 L:11 X:4
2023-11-29T13:08:41.544454,x, R:10 L:11 X:5
2023-11-29T13:09:34.399835,r, R:11 L:11 X:5
2023-11-29T13:10:14.637975,r, R:12 L:11 X:5
