2023-12-06T16:49:34.018606,r, R:1 L:0 X:0 c:0
2023-12-06T16:49:51.229902,l, R:1 L:1 X:0 c:0
2023-12-06T16:49:59.950744,r, R:2 L:1 X:0 c:0
2023-12-06T16:50:16.954768,l, R:2 L:2 X:0 c:0
2023-12-06T16:50:30.399777,x, R:2 L:2 X:1 c:0
2023-12-06T16:50:40.270193,l, R:2 L:3 X:1 c:0
2023-12-06T16:50:45.647043,x, R:2 L:3 X:2 c:0
2023-12-06T16:50:46.397002,x, R:2 L:3 X:3 c:0
2023-12-06T16:50:46.564168,x, R:2 L:3 X:4 c:0
2023-12-06T16:50:57.284069,r, R:3 L:3 X:4 c:0
2023-12-06T16:51:06.926633,l, R:3 L:4 X:4 c:0
2023-12-06T16:51:14.457664,r, R:4 L:4 X:4 c:0
2023-12-06T16:51:20.425400,x, R:4 L:4 X:5 c:0
2023-12-06T16:51:33.159853,l, R:4 L:5 X:5 c:0
2023-12-06T16:51:52.302086,r, R:5 L:5 X:5 c:0
2023-12-06T16:52:06.234873,l, R:5 L:6 X:5 c:0
2023-12-06T16:52:09.477933,x, R:5 L:6 X:6 c:0
2023-12-06T16:52:12.513606,x, R:5 L:6 X:7 c:0
2023-12-06T16:52:17.835171,c, R:5 L:6 X:7 c:1
2023-12-06T16:52:30.587570,c, R:5 L:6 X:7 c:2
2023-12-06T16:52:42.195818,r, R:6 L:6 X:7 c:2
2023-12-06T16:52:57.789151,l, R:6 L:7 X:7 c:2
2023-12-06T16:53:11.738705,r, R:7 L:7 X:7 c:2
2023-12-06T16:53:19.203502,l, R:7 L:8 X:7 c:2
2023-12-06T16:53:34.396097,r, R:8 L:8 X:7 c:2
2023-12-06T16:53:38.506081,x, R:8 L:8 X:8 c:2
2023-12-06T16:54:00.974223,x, R:8 L:8 X:9 c:2
2023-12-06T16:54:13.562261,l, R:8 L:9 X:9 c:2
2023-12-06T16:54:27.182093,r, R:9 L:9 X:9 c:2
2023-12-06T16:55:21.835076,l, R:9 L:10 X:9 c:2
2023-12-06T16:55:32.130374,r, R:10 L:10 X:9 c:2
2023-12-06T16:56:09.773431,c, R:10 L:10 X:9 c:3
2023-12-06T16:56:16.935986,l, R:10 L:11 X:9 c:3
2023-12-06T16:56:23.824201,r, R:11 L:11 X:9 c:3
2023-12-06T16:56:54.868359,l, R:11 L:12 X:9 c:3
2023-12-06T16:57:02.459733,r, R:12 L:12 X:9 c:3
2023-12-06T16:57:14.504927,r, R:13 L:12 X:9 c:3
2023-12-06T16:57:28.362942,l, R:13 L:13 X:9 c:3
2023-12-06T16:57:46.455852,c, R:13 L:13 X:9 c:4
2023-12-06T16:58:00.062144,r, R:14 L:13 X:9 c:4
2023-12-06T16:58:01.296123,c, R:14 L:13 X:9 c:5
2023-12-06T16:58:10.772965,l, R:14 L:14 X:9 c:5
2023-12-06T16:58:33.458383,r, R:15 L:14 X:9 c:5
2023-12-06T16:58:43.579765,l, R:15 L:15 X:9 c:5
