2023-12-06T17:01:57.396078,r, R:1 L:0 X:0 c:0
2023-12-06T17:02:03.903384,r, R:2 L:0 X:0 c:0
2023-12-06T17:02:10.985731,l, R:2 L:1 X:0 c:0
2023-12-06T17:02:15.970925,r, R:3 L:1 X:0 c:0
2023-12-06T17:02:19.932406,x, R:3 L:1 X:1 c:0
2023-12-06T17:02:25.610719,r, R:4 L:1 X:1 c:0
2023-12-06T17:02:59.568340,l, R:4 L:2 X:1 c:0
2023-12-06T17:03:04.131585,x, R:4 L:2 X:2 c:0
2023-12-06T17:03:11.821128,l, R:4 L:3 X:2 c:0
2023-12-06T17:03:17.041784,r, R:5 L:3 X:2 c:0
2023-12-06T17:03:21.340271,l, R:5 L:4 X:2 c:0
2023-12-06T17:03:30.278107,r, R:6 L:4 X:2 c:0
2023-12-06T17:03:45.680879,l, R:6 L:5 X:2 c:0
2023-12-06T17:03:52.671132,x, R:6 L:5 X:3 c:0
2023-12-06T17:04:00.683939,l, R:6 L:6 X:3 c:0
2023-12-06T17:04:09.103535,r, R:7 L:6 X:3 c:0
2023-12-06T17:04:18.678645,l, R:7 L:7 X:3 c:0
2023-12-06T17:04:26.276079,r, R:8 L:7 X:3 c:0
2023-12-06T17:04:33.855367,l, R:8 L:8 X:3 c:0
2023-12-06T17:04:39.570085,c, R:8 L:8 X:3 c:1
2023-12-06T17:05:11.450354,l, R:8 L:9 X:3 c:1
2023-12-06T17:05:23.925355,x, R:8 L:9 X:4 c:1
2023-12-06T17:05:38.637830,l, R:8 L:10 X:4 c:1
2023-12-06T17:05:50.918418,r, R:9 L:10 X:4 c:1
2023-12-06T17:06:12.867176,l, R:9 L:11 X:4 c:1
2023-12-06T17:06:18.853357,r, R:10 L:11 X:4 c:1
2023-12-06T17:06:25.921699,x, R:10 L:11 X:5 c:1
2023-12-06T17:06:35.743733,r, R:11 L:11 X:5 c:1
2023-12-06T17:06:40.387494,l, R:11 L:12 X:5 c:1
