lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,,,,,,,,,,,,,,
1,134659,02:14.7,0,107.86041259765625,0.3918406069278717,0,4,4939.35498,2.3470897674560547,4933.802734,4.866611003875732,-4212.013184,right start,,1,135750,02:15.8,0,118.0016098022461,0.3469454050064087,0,4,5378.528809,-2.744140625,4904.115234,4.830275535583496,-4194.859375,end
1,152230,02:32.2,0,105.46585083007812,0,0,4,4750.915527,-0.539550781,4494.21875,5.228662967681885,-3922.634033,left start,,1,155382,02:35.4,0,101.09688568115234,0.18039216101169586,0,4,4576,-1.57421875,4420.462402,5.240432262420654,-3871.388184,end
1,196066,03:16.1,0,107.17781066894531,0.14901961386203766,0,4,4846.82666,-1.349609375,3454.029052734375,10.464938163757324,-3227.905518,left start,,1,197721,03:17.7,0,108.43862915039062,0.14901961386203766,0,4,4900.166992,2.158203125,3413.806152,9.397037506103516,-3198.920654,end
1,201867,03:21.9,0,105.17967987060547,0.13725490868091583,0,4,4752,6.844183444976807,3310.319336,6.788751602172852,-3130.287842,right start,,1,203162,03:23.2,0,103.61969757080078,0,0,4,4664.878418,-4.2734375,3277.848876953125,6.027474880218506,-3111.177734,end
1,207762,03:27.8,0,100.5799789428711,0.3764705955982208,0,4,4605.696289,7.320924758911133,3170.933105,3.3792362213134766,-3042.048096,right start,,1,208751,03:28.8,0,109.67406463623047,0.36718234419822693,0,4,5009.474121,-4.13671875,3145.807617,2.7841038703918457,-3027.759766,end
1,240985,04:01.0,0,89.00245666503906,0.042793974,0,3,5784,-2.474609375,2482.849609,-1.098086715,-2565.023438,left start,,1,242929,04:02.9,0,95.00547790527344,0.3137255012989044,0,3,6275.385742,10.5234375,2447.240478515625,-1.004621029,-2531.683594,end
1,285717,04:45.7,0,103.45592498779297,0.24882757663726807,0,3,6784,1.4887747764587402,1593.884766,-19.1363163,-1795.871948,right start,,1,287280,04:47.3,0,108.18157958984375,0.27450981736183167,0,4,4920,-1.39453125,1557.8880615234375,-18.50054169,-1767.396729,end
1,293168,04:53.2,0,101.63569641113281,0.098039217,0,4,4588,-1.061401844,1425.5941162109375,-15.85885334,-1653.065674,left start,,1,294649,04:54.6,0,100.12401580810547,0.22302353382110596,0,4,4540,3.361457109451294,1395.5621337890625,-15.09568596,-1624.605591,end
1,303168,05:03.2,0,108.25738525390625,0.045907982,0,4,4876.586914,3.46484375,1189.9788818359375,-7.967414856,-1447.487793,right start,,1,304118,05:04.1,0,108.23175048828125,0.31481999158859253,0,4,4931.441895,-5.562866211,1167.2386474609375,-7.210469723,-1430.506836,end Curve chokuzen
1,327783,05:27.8,0,87.53993988,0.23857654631137848,0,3,5743.348145,-1.551260948,936.8612060546875,-0.760731936,-872.2509766,left start,,1,329364,05:29.4,0,103.06831359863281,0,0,4,4616.09668,0.719726563,938.6662598,-0.838423848,-830.6426392,end
1,350537,05:50.5,0,99.57476043701172,0.23823967576026917,0,4,4516,4.824166297912598,946.0399780273438,6.817109585,-229.3624268,right start,,1,351766,05:51.8,0,106.74847412109375,0.37254902720451355,0,4,4885.76416,-1.259765625,944.9909668,6.894068717956543,-194.3250427,end SlightCurve
1,362397,06:02.4,0,96.64048767089844,0.14509804546833038,0,4,4365.736328,-2.305918932,937.9298095703125,5.706352233886719,124.38945770263672,left start,,1,363799,06:03.8,0,101.27687072753906,0.32156863808631897,0,4,4623.478516,0.08996582,937.8528442382812,5.553094863891602,162.57443237304688,end SlightCurve
1,371798,06:11.8,0,101.8527832,0.12048958986997604,0,4,4600,3.111356019973755,935.6160888671875,5.3192548751831055,392.5882263183594,right start,,1,372960,06:13.0,0,99.59715270996094,0,0,4,4485.382324,-5.44140625,933.5258789,5.422013759613037,425.1057434082031,end
1,379822,06:19.8,0,91.08997344970703,0.40031036734580994,0,4,4176.316406,-3.033708334,933.4249877929688,5.959958553314209,599.5581665039062,left start,,1,380839,06:20.8,0,102.3969955444336,0.5058823823928833,0,4,4723.42041,5.052083969116211,935.2131348,6.039526939,626.8081055,end
1,387705,06:27.7,0,100.93437957763672,0.3121528625488281,0,4,4592.791992,4.200825214385986,934.5565185546875,6.662662506103516,832.6759643554688,right start,,1,388831,06:28.8,0,111.27162170410156,0.4208548665046692,0,4,5102.728027,-5.25145483,932.4863891601562,6.769107341766357,865.7157592773438,end uinka- kietenai
1,410511,06:50.5,0,83.37628173828125,0.3960784375667572,0,4,3820.359130859375,-2.746830225,937.5886840820312,14.167566299438477,1435.8035888671875,right start,,1,412979,06:53.0,0,108.02424621582031,0.3073984682559967,0,4,4916,-2.51953125,942.0054321289062,14.54794692993164,1501.3785400390625,end Curve
1,441547,07:21.5,0,96.29248809814453,0.16078431904315948,0,4,4356,-4.09375,1141.17334,17.382179260253906,2256.333496,left start,,1,442605,07:22.6,0,95.70005798339844,0.16078431904315948,0,4,4333.366211,9.625355721,1150.634277,18.268051147460938,2282.916016,end
1,460188,07:40.2,0,99.94097900390625,0.125490203,0,4,4516,6.4765625,1276.570068359375,14.697606086730957,2738.973388671875,right start,,1,461127,07:41.1,0,100.6240463256836,0.13333334028720856,0,4,4548,-7.19921875,1281.736816,13.819986343383789,2764.614258,end
1,472079,07:52.1,0,95.87959289550781,0.250980407,0,4,4354.274414,-6.703125,1380.603759765625,5.875486850738525,3045.507813,left start,,1,473661,07:53.7,0,98.01087951660156,0.1609177589416504,0,4,4436,-1.799804688,1405.2152099609375,5.723659992218018,3080.621337890625,end Curve
1,500233,08:20.2,0,95.22400665283203,0.086017102,0,4,4298.131348,4.9332170486450195,2138.293945,-6.863136292,3560.145751953125,right start,,1,501179,08:21.2,0,96.01262664794922,0.30980393290519714,0,4,4376.788574,-4.8125,2159.065185546875,-6.613954067,3574.101806640625,end
1,508616,08:28.6,0,132.5218963623047,0,0,4,5956,-3.266057491,2374.58252,-7.754921436,3695.376465,left start,,1,509531,08:29.5,0,128.00527954101562,0,0.15187442302703857,4,5717.087891,8.805254936218262,2404.437012,-7.839454651,3709.983154296875,end bure-ki
1,533613,08:53.6,0,96.01296234,0.2503047585487366,0,4,4360,4.211521625518799,2993.518310546875,-5.21016264,4053.914551,right start,,1,535464,08:55.5,0,107.16448974609375,0.38823530077934265,0,4,4905.78125,-4.083928108,3034.027344,-4.245047569,4086.140137,end Curve
1,549594,09:09.6,0,155.4431152,0.42352941632270813,0,5,5537.926758,3.5222291946411133,3364.031738,1.3395392894744873,4430.743652,left start,,1,552616,09:12.6,0,168.47024536132812,0,0,5,5921.189453,1.079101563,3441.904541015625,1.7718201875686646,4543.6875,end SlightCurve
1,573141,09:33.1,0,99.20620727539062,0.23137255012989044,0,3,6500.195801,-0.188732728,3759.876953,3.53874135,5041.608398,right start,,1,574707,09:34.7,0,105.24690246582031,0.3137255012989044,0,4,4801.602051,-1.313625693,3782.117919921875,3.518834114074707,5080.053223,end
