2023-11-28T19:12:28.296970,r, R:1 L:0 X:0
2023-11-28T19:12:32.183948,x, R:1 L:0 X:1
2023-11-28T19:12:39.678104,r, R:2 L:0 X:1
2023-11-28T19:13:02.125078,r, R:3 L:0 X:1
2023-11-28T19:13:12.756823,l, R:3 L:1 X:1
2023-11-28T19:13:36.514741,x, R:3 L:1 X:2
2023-11-28T19:13:55.470781,l, R:3 L:2 X:2
2023-11-28T19:13:59.131744,r, R:4 L:2 X:2
2023-11-28T19:14:03.826376,r, R:5 L:2 X:2
2023-11-28T19:14:11.168401,l, R:5 L:3 X:2
2023-11-28T19:14:28.947238,r, R:6 L:3 X:2
2023-11-28T19:14:37.190991,l, R:6 L:4 X:2
2023-11-28T19:14:55.474997,x, R:6 L:4 X:3
2023-11-28T19:15:00.058316,x, R:6 L:4 X:4
2023-11-28T19:15:10.146610,r, R:7 L:4 X:4
2023-11-28T19:15:16.507701,l, R:7 L:5 X:4
2023-11-28T19:15:30.728951,r, R:8 L:5 X:4
2023-11-28T19:15:37.491807,l, R:8 L:6 X:4
2023-11-28T19:15:42.514201,r, R:9 L:6 X:4
2023-11-28T19:15:49.543462,l, R:9 L:7 X:4
2023-11-28T19:15:51.791311,l, R:9 L:8 X:4
2023-11-28T19:16:41.834102,r, R:10 L:8 X:4
2023-11-28T19:16:50.201216,r, R:11 L:8 X:4
2023-11-28T19:17:03.653292,l, R:11 L:9 X:4
2023-11-28T19:17:14.391146,r, R:12 L:9 X:4
2023-11-28T19:17:22.010558,l, R:12 L:10 X:4
2023-11-28T19:17:35.269464,x, R:12 L:10 X:5
2023-11-28T19:17:47.728341,l, R:12 L:11 X:5
2023-11-28T19:18:03.517890,l, R:12 L:12 X:5
2023-11-28T19:18:17.611312,r, R:13 L:12 X:5
2023-11-28T19:18:22.409708,l, R:13 L:13 X:5
