2023-11-28T18:47:37.878857,r, R:1 L:0 X:0
2023-11-28T18:47:44.732905,l, R:1 L:1 X:0
2023-11-28T18:47:54.044212,x, R:1 L:1 X:1
2023-11-28T18:48:08.694063,r, R:2 L:1 X:1
2023-11-28T18:48:11.949850,r, R:3 L:1 X:1
2023-11-28T18:48:18.657512,l, R:3 L:2 X:1
2023-11-28T18:48:23.629123,l, R:3 L:3 X:1
2023-11-28T18:48:46.737895,x, R:3 L:3 X:2
2023-11-28T18:48:56.644424,r, R:4 L:3 X:2
2023-11-28T18:49:03.515668,x, R:4 L:3 X:3
2023-11-28T18:49:37.239262,r, R:5 L:3 X:3
2023-11-28T18:49:42.334440,l, R:5 L:4 X:3
2023-11-28T18:49:45.957429,r, R:6 L:4 X:3
2023-11-28T18:49:49.001355,l, R:6 L:5 X:3
2023-11-28T18:50:00.487302,x, R:6 L:5 X:4
2023-11-28T18:50:10.267628,l, R:6 L:6 X:4
2023-11-28T18:50:47.056041,r, R:7 L:6 X:4
2023-11-28T18:50:51.975375,l, R:7 L:7 X:4
2023-11-28T18:51:00.157011,r, R:8 L:7 X:4
2023-11-28T18:51:05.010864,l, R:8 L:8 X:4
2023-11-28T18:51:39.235257,x, R:8 L:8 X:5
2023-11-28T18:51:43.430770,r, R:9 L:8 X:5
2023-11-28T18:51:50.572824,l, R:9 L:9 X:5
2023-11-28T18:51:56.229466,l, R:9 L:10 X:5
2023-11-28T18:52:06.704914,r, R:10 L:10 X:5
2023-11-28T18:52:16.085679,r, R:11 L:10 X:5
2023-11-28T18:52:21.826215,x, R:11 L:10 X:6
2023-11-28T18:52:41.329317,x, R:11 L:10 X:7
2023-11-28T18:52:50.115006,l, R:11 L:11 X:7
2023-11-28T18:52:55.320526,r, R:12 L:11 X:7
2023-11-28T18:53:00.279033,l, R:12 L:12 X:7
2023-11-28T18:53:18.601243,r, R:13 L:12 X:7
2023-11-28T18:53:24.290648,l, R:13 L:13 X:7
