2023-11-28T19:24:56.634209,l, R:0 L:1 X:0
2023-11-28T19:25:00.914753,l, R:0 L:2 X:0
2023-11-28T19:25:12.595434,r, R:1 L:2 X:0
2023-11-28T19:25:32.845581,x, R:1 L:2 X:1
2023-11-28T19:25:35.345007,x, R:1 L:2 X:2
2023-11-28T19:25:40.230245,r, R:2 L:2 X:2
2023-11-28T19:25:57.310516,r, R:3 L:2 X:2
2023-11-28T19:26:02.786279,l, R:3 L:3 X:2
2023-11-28T19:26:10.825007,r, R:4 L:3 X:2
2023-11-28T19:26:15.694924,l, R:4 L:4 X:2
2023-11-28T19:26:42.863031,x, R:4 L:4 X:3
2023-11-28T19:26:49.417631,x, R:4 L:4 X:4
2023-11-28T19:27:00.097683,x, R:4 L:4 X:5
2023-11-28T19:27:07.777595,l, R:4 L:5 X:5
2023-11-28T19:27:19.507703,r, R:5 L:5 X:5
2023-11-28T19:27:26.560368,l, R:5 L:6 X:5
2023-11-28T19:27:31.861926,l, R:5 L:7 X:5
2023-11-28T19:27:37.341918,r, R:6 L:7 X:5
2023-11-28T19:27:43.482127,l, R:6 L:8 X:5
2023-11-28T19:27:55.416706,r, R:7 L:8 X:5
2023-11-28T19:28:04.695354,l, R:7 L:9 X:5
2023-11-28T19:28:11.391559,r, R:8 L:9 X:5
2023-11-28T19:28:36.897859,x, R:8 L:9 X:6
2023-11-28T19:28:51.086226,l, R:8 L:10 X:6
2023-11-28T19:28:58.655696,l, R:8 L:11 X:6
2023-11-28T19:29:18.533464,r, R:9 L:11 X:6
2023-11-28T19:29:31.928728,x, R:9 L:11 X:7
2023-11-28T19:29:42.439005,l, R:9 L:12 X:7
2023-11-28T19:30:01.007739,l, R:9 L:13 X:7
2023-11-28T19:30:06.690769,r, R:10 L:13 X:7
2023-11-28T19:30:24.556418,l, R:10 L:14 X:7
2023-11-28T19:30:29.531767,r, R:11 L:14 X:7
2023-11-28T19:30:39.242042,x, R:11 L:14 X:8
2023-11-28T19:30:51.958663,r, R:12 L:14 X:8
2023-11-28T19:30:56.857366,l, R:12 L:15 X:8
2023-11-28T19:31:02.989992,x, R:12 L:15 X:9
2023-11-28T19:31:08.433522,l, R:12 L:16 X:9
2023-11-28T19:31:28.027754,x, R:12 L:16 X:10
2023-11-28T19:31:30.965562,r, R:13 L:16 X:10
2023-11-28T19:31:36.547977,l, R:13 L:17 X:10
