timestamp,lapCount,lapTime,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,,timestamp,lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,timestamp,lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,timestamp,lapCount,lapTime,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,,lc_start-ts_start,lc_end-lc_start,ts_end-lc_end,tslog[next_index][5]
2023-11-28T16:57:45.610323,1,131511,0.5240642428398132,80.43655395507812,0.1269499957561493,0.0,3,5246.99267578125,-0.17999999225139618,5262.06201171875,12.51911735534668,-4390.65771484375,,2023-11-28T16:57:46.783581,1,132687,02:12.7,0,81.59145355,0.1882352977991104,0,3,5342.554688,3.607154607772827,5237.812012,11.991775512695312,-4380.230957,right start,,2023-11-28T16:57:48.289581,1,134193,02:14.2,0,87.52359008789062,0.24705882370471954,0,3,5748.519043,-3.869140625,5205.233398,11.141560554504395,-4366.764648,end SlightCurve,,2023-11-28T16:57:48.574563,1,134475,0.5242798924446106,89.07023620605469,0.24994999170303345,0.0,3,5852.1474609375,-3.869999408721924,5198.94677734375,10.9725341796875,-4363.93798828125,,1.141734,1.506,0.310165,1
2023-11-28T16:57:51.328501,1,137229,0.5245107412338257,102.65800476074219,0.2261500060558319,0.0,3,6725.267578125,-4.679999828338623,5133.58349609375,9.128751754760742,-4330.3330078125,,2023-11-28T16:57:51.687581,1,137591,02:17.6,0,103.43785095214844,0.18431372940540314,0,3,6756,-4.737583637,5124.687988,8.860629081726074,-4325.006836,left start,,2023-11-28T16:57:52.811581,1,138715,02:18.7,0,105.81574249267578,0.20000000298023224,0,4,4793.90625,2.4981250762939453,5097.077148,8.012541770935059,-4307.546875,end SlightCurve,,2023-11-28T16:57:52.838714,1,138741,0.5246478319168091,105.93038177490234,0.20235002040863037,0.0,4,4797.86328125,2.429999589920044,5096.43310546875,7.993031978607178,-4307.142578125,,0.329038,1.124,0.044026,1
2023-11-28T16:57:59.613290,1,145515,0.5252711176872253,108.10633087158203,0.13885000348091125,0.0,4,4887.18359375,0.44999998807907104,4927.5087890625,4.786963939666748,-4203.419921875,,2023-11-28T16:57:59.950581,1,145854,02:25.9,0,108.0737305,0.13725490868091583,0,4,4884,4.6796875,4918.895996,4.771486282348633,-4197.959473,right start,,2023-11-28T16:58:01.312581,1,147216,02:27.2,0,108.80743408203125,0.18431372940540314,0,4,4928,-1.149592519,4883.603516,4.723108768463135,-4177.124023,end,,2023-11-28T16:58:01.491509,1,147393,0.5254479646682739,109.0328369140625,0.18250000476837158,0.0,4,4934.69677734375,-4.994999885559082,4878.9521484375,4.719231128692627,-4174.49755859375,,0.309393,1.362,0.18104,1
2023-11-28T16:58:10.198119,1,156099,0.5262682437896729,110.71829986572266,0.2261500060558319,0.0,4,5021.123046875,-0.26999998092651367,4660.11572265625,5.063746452331543,-4030.08544921875,,2023-11-28T16:58:11.954581,1,157858,02:37.9,0,114.23540496826172,0.2235294133424759,0,4,5178.930176,1.439453125,4614.118164,5.141926288604736,-4000.030273,right start,,2023-11-28T16:58:13.981581,1,159885,02:39.9,0,118.42427825927734,0.2235294133424759,0,4,5367.242676,0,4558.472168,5.199572563171387,-3965.446533,end,,2023-11-28T16:58:14.032828,1,159933,0.5266487002372742,118.58393859863281,0.2261500060558319,0.0,4,5373.56201171875,0.0,4557.14306640625,5.201014995574951,-3964.6015625,,1.741267,2.027,0.078153,1
2023-11-28T16:58:20.803209,1,166704,0.5273547172546387,120.34197998046875,0.13885000348091125,0.0,4,5432.005859375,-1.7999999523162842,4367.287109375,5.317149639129639,-3839.962646484375,,2023-11-28T16:58:22.025581,1,167929,02:47.9,0,119.6818848,0.13725490868091583,0,4,5404,-0.214619905,4334.04248,5.313676834106445,-3816.248535,left start,,2023-11-28T16:58:23.487581,1,169391,02:49.4,0,119.41179656982422,0.1882352977991104,0,4,5400,1.349609375,4294.733887,5.306310176849365,-3787.872559,end,,2023-11-28T16:58:23.780452,1,169680,0.5276620388031006,119.68085479736328,0.19840002059936523,0.0,4,5414.15625,1.2599998712539673,4286.86572265625,5.307718753814697,-3782.3779296875,,1.217622,1.462,0.319868,1
2023-11-28T16:58:36.506259,1,182406,0.5291007161140442,125.66167449951172,0.023800015449523926,0.0,4,5654.00244140625,0.8999999761581421,3900.17626953125,9.078463554382324,-3525.181396484375,,2023-11-28T16:58:37.659581,1,183563,03:03.6,0,121.59898376464844,0.10196078568696976,0,4,5493.03418,1.889648438,3866.689697265625,10.146358489990234,-3503.874268,right start,,2023-11-28T16:58:39.309581,1,185213,03:05.2,0,118.1350098,0.11764705926179886,0,4,5328,-1.853896141,3819.91748,11.410717010498047,-3475.126709,end,,2023-11-28T16:58:39.427070,1,185328,0.5294042229652405,117.9473648071289,0.11904999613761902,0.0,4,5322.52099609375,-1.1249998807907104,3816.755859375,11.485383987426758,-3473.13232421875,,1.139703,1.65,0.12389,1
2023-11-28T16:58:46.989993,1,192891,0.5301632285118103,121.31519317626953,0.21825000643730164,0.0,4,5492.85400390625,0.26999998092651367,3611.541259765625,13.272644996643066,-3337.81982421875,,2023-11-28T16:58:48.938581,1,194842,03:14.8,0,123.6926040649414,0.2078431397676468,0,4,5596,-0.179931641,3556.663330078125,12.707902908325195,-3300.285889,left start,,2023-11-28T16:58:51.549581,1,197453,03:17.5,0,129.3571319580078,0.23137255012989044,0,4,5860,0.37505853176116943,3481.438720703125,11.201925277709961,-3248.000488,end,,2023-11-28T16:58:50.910884,1,196812,0.5305808186531067,127.7750473022461,0.2261500060558319,0.0,4,5787.22802734375,0.3149999678134918,3500.29443359375,11.655301094055176,-3260.9873046875,,1.929693,2.611,-0.61908,1
2023-11-28T16:58:59.739600,1,205641,0.5316128730773926,132.96546936035156,0.0,0.0,4,5976.654296875,0.7199999690055847,3222.777099609375,4.656824111938477,-3075.333984375,,2023-11-28T16:59:01.072581,1,206976,03:27.0,0,129.05931091308594,0,0,4,5802.98877,0.348507285,3181.795898,3.650651216506958,-3049.218262,right start,,2023-11-28T16:59:02.821581,1,208725,03:28.7,0,124.3000717163086,0,0,4,5588.709473,-0.674804688,3129.513916015625,2.340289593,-3016.81958,end,,2023-11-28T16:59:02.117453,1,208017,0.5318766832351685,126.2109375,0.0,0.0,4,5676.025390625,-1.3499999046325684,3150.365478515625,2.877192497253418,-3029.945068359375,,1.308286,1.749,-0.67239,1
2023-11-28T16:59:05.604683,1,211503,0.5322403311729431,117.28166198730469,0.0,0.0,4,5278.1845703125,-3.7799997329711914,3051.463623046875,0.36769336462020874,-2965.98193359375,,2023-11-28T16:59:06.572581,1,212476,03:32.5,0,114.91206359863281,0,0,4,5172,-2.83914113,3025.876220703125,-0.295926243,-2947.826416,left start,,2023-11-28T16:59:07.609581,1,213513,03:33.5,0,112.63119506835938,0.058826365,0,4,5075.99707,3.959047794342041,2999.711426,-1.002930999,-2928.138916,end,,2023-11-28T16:59:07.514005,1,213414,0.532428503036499,112.8211441040039,0.04365000128746033,0.0,4,5082.30615234375,2.9699997901916504,3002.203857421875,-0.9370399713516235,-2929.981689453125,,0.959824,1.037,-0.095028,1
2023-11-28T16:59:10.316293,1,216216,0.5326983332633972,113.23654174804688,0.22220000624656677,0.0,4,5132.552734375,1.1249998807907104,2929.867919921875,-2.2150628566741943,-2880.8798828125,,2023-11-28T16:59:11.405581,1,217309,03:37.3,0,116.63993072509766,0.27843138575553894,0,4,5300.451172,-0.904971659,2900.323974609375,-2.159502268,-2862.367676,right start,,2023-11-28T16:59:13.671581,1,219575,03:39.6,0,126.41899108886719,0.2980392277240753,0,4,5744.686035,0.269775391,2835.538086,-2.026322365,-2821.679688,end,,2023-11-28T16:59:13.711999,1,219612,0.5330456495285034,126.59699249267578,0.3015500009059906,0.0,4,5754.15478515625,0.26999998092651367,2834.45654296875,-2.023735523223877,-2820.994873046875,,1.087113,2.266,0.05209,1
