2023-11-29T15:06:09.761842,r, R:1 L:0 X:0
2023-11-29T15:06:18.216620,l, R:1 L:1 X:0
2023-11-29T15:06:34.963230,l, R:1 L:2 X:0
2023-11-29T15:06:40.281931,r, R:2 L:2 X:0
2023-11-29T15:06:46.833472,l, R:2 L:3 X:0
2023-11-29T15:07:20.690250,r, R:3 L:3 X:0
2023-11-29T15:07:29.686600,r, R:4 L:3 X:0
2023-11-29T15:07:43.074315,l, R:4 L:4 X:0
2023-11-29T15:08:16.298354,x, R:4 L:4 X:1
2023-11-29T15:08:47.710471,r, R:5 L:4 X:1
2023-11-29T15:08:54.436668,l, R:5 L:5 X:1
2023-11-29T15:09:02.371769,r, R:6 L:5 X:1
2023-11-29T15:09:11.972412,r, R:7 L:5 X:1
2023-11-29T15:09:27.738617,l, R:7 L:6 X:1
2023-11-29T15:09:48.352709,l, R:7 L:7 X:1
2023-11-29T15:10:10.668946,x, R:7 L:7 X:2
2023-11-29T15:10:20.970063,r, R:8 L:7 X:2
2023-11-29T15:10:45.204301,x, R:8 L:7 X:3
2023-11-29T15:11:00.414022,x, R:8 L:7 X:4
2023-11-29T15:11:28.776806,l, R:8 L:8 X:4
2023-11-29T15:11:35.420804,r, R:9 L:8 X:4
2023-11-29T15:11:56.368808,x, R:9 L:8 X:5
2023-11-29T15:12:08.865430,r, R:10 L:8 X:5
2023-11-29T15:12:14.231856,l, R:10 L:9 X:5
2023-11-29T15:12:28.450419,x, R:10 L:9 X:6
2023-11-29T15:13:22.506073,x, R:10 L:9 X:7
2023-11-29T15:13:30.073803,x, R:10 L:9 X:8
2023-11-29T15:13:55.296701,x, R:10 L:9 X:9
2023-11-29T15:14:10.135888,l, R:10 L:10 X:9
2023-11-29T15:14:29.078021,r, R:11 L:10 X:9
2023-11-29T15:14:35.281786,r, R:12 L:10 X:9
2023-11-29T15:14:50.967622,x, R:12 L:10 X:10
2023-11-29T15:15:02.759453,r, R:13 L:10 X:10
2023-11-29T15:15:22.291665,l, R:13 L:11 X:10
