timestamp,lapCount,lapTime,distance,speed,throttle,brake,gear,RPM,steer,x,y,z
2023-11-29T15:57:52.498954,1,1209663,0.5219318270683289,0.053589824587106705,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147216796875,-4650.95751953125
2023-11-29T15:57:52.519354,1,1209684,0.5219318270683289,0.01268779207020998,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147216796875,-4650.95751953125
2023-11-29T15:57:52.543571,1,1209708,0.5219318270683289,0.05190173164010048,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147214889526367,-4650.95751953125
2023-11-29T15:57:52.564745,1,1209729,0.5219318270683289,0.05068110302090645,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147212982177734,-4650.95751953125
2023-11-29T15:57:52.586281,1,1209750,0.5219318270683289,0.05836091563105583,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147214889526367,-4650.95751953125
2023-11-29T15:57:52.615813,1,1209780,0.5219318270683289,0.012681656517088413,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147212982177734,-4650.95751953125
2023-11-29T15:57:52.632157,1,1209798,0.5219318270683289,0.10452476888895035,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.1472110748291,-4650.95751953125
2023-11-29T15:57:52.651544,1,1209816,0.5219318270683289,0.016468193382024765,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147212982177734,-4650.95751953125
2023-11-29T15:57:52.676408,1,1209840,0.5219318270683289,0.1296095997095108,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.1472110748291,-4650.95751953125
2023-11-29T15:57:52.698054,1,1209864,0.5219318270683289,0.1231374740600586,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.1472110748291,-4650.95751953125
2023-11-29T15:57:52.718823,1,1209885,0.5219318270683289,0.14221392571926117,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147214889526367,-4650.95751953125
2023-11-29T15:57:52.742668,1,1209906,0.5219318270683289,0.10356733202934265,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.14720916748047,-4650.95751953125
2023-11-29T15:57:52.764163,1,1209930,0.5219318270683289,0.128412127494812,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147212982177734,-4650.95751953125
2023-11-29T15:57:52.785752,1,1209951,0.5219318270683289,0.05877413973212242,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.14720344543457,-4650.95751953125
2023-11-29T15:57:52.809642,1,1209975,0.5219318270683289,0.05743291229009628,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147207260131836,-4650.95751953125
2023-11-29T15:57:52.831912,1,1209996,0.5219318270683289,0.1356297731399536,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147207260131836,-4650.95751953125
2023-11-29T15:57:52.852738,1,1210017,0.5219318270683289,0.12319046258926392,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147205352783203,-4650.95751953125
2023-11-29T15:57:52.876043,1,1210041,0.5219318270683289,0.05854393169283867,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.14720344543457,-4650.95751953125
2023-11-29T15:57:52.898135,1,1210062,0.5219318270683289,0.09905378520488739,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147201538085938,-4650.95751953125
2023-11-29T15:57:52.918577,1,1210083,0.5219318270683289,0.0590752437710762,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.14720344543457,-4650.95751953125
2023-11-29T15:57:52.942932,1,1210107,0.5219318270683289,0.05443663150072098,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147207260131836,-4650.95751953125
2023-11-29T15:57:52.965127,1,1210131,0.5219318270683289,0.05040222033858299,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.14720344543457,-4650.95751953125
2023-11-29T15:57:52.985293,1,1210149,0.5219318270683289,0.0537324920296669,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147207260131836,-4650.95751953125
2023-11-29T15:57:53.010095,1,1210173,0.5219318270683289,0.05367079749703407,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147207260131836,-4650.95751953125
2023-11-29T15:57:53.031765,1,1210197,0.5219318270683289,0.05388932302594185,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147205352783203,-4650.95751953125
2023-11-29T15:57:53.052065,1,1210218,0.5219318270683289,0.10383596271276474,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147201538085938,-4650.95751953125
2023-11-29T15:57:53.076438,1,1210239,0.5219318270683289,0.14025425910949707,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147205352783203,-4650.95751953125
2023-11-29T15:57:53.098281,1,1210263,0.5219318270683289,0.14178068935871124,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147205352783203,-4650.95751953125
2023-11-29T15:57:53.118663,1,1210284,0.5219318270683289,0.12586449086666107,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147205352783203,-4650.95751953125
2023-11-29T15:57:53.142954,1,1210308,0.5219318270683289,0.05057577043771744,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.14720344543457,-4650.95751953125
2023-11-29T15:57:53.165056,1,1210329,0.5219318270683289,0.05923354625701904,0.0,0.0,1,800.0,3.5999999046325684,5888.71533203125,24.147201538085938,-4650.95751953125
